0.0000,0.0000,0.0000,0.0000
1.0000,1.0000,0.0000,1.0000
1.0000,1.0000,0.0000,1.0000
1.0000,1.0000,0.0000,1.0000
1.0000,0.9944,0.2605,0.7395
1.0000,0.9999,0.0050,0.9950
1.0000,1.0000,0.0000,1.0000
1.0000,1.0000,0.0000,1.0000
1.0000,1.0000,0.0000,1.0000
1.0000,1.0000,0.0000,1.0000
0.9928,1.0000,0.0000,1.0000
1.0000,0.9999,0.0036,0.9964
1.0000,1.0000,0.0000,1.0000
0.9942,1.0000,0.0000,1.0000
1.0000,1.0000,0.0000,1.0000
1.0000,1.0000,0.0000,1.0000
0.9897,1.0000,0.0000,1.0000
1.0000,1.0000,0.0000,1.0000
1.0000,1.0000,0.0000,1.0000
1.0000,1.0000,0.0000,1.0000
1.0000,1.0000,0.0000,1.0000
1.0000,1.0000,0.0000,1.0000
1.0000,1.0000,0.0000,1.0000
1.0000,1.0000,0.0000,1.0000
0.9934,0.9999,0.0066,0.9934
1.0000,1.0000,0.0000,1.0000
0.9955,1.0000,0.0000,1.0000
0.9762,0.9999,0.0238,0.9762
1.0000,1.0000,0.0000,1.0000
0.9677,1.0000,0.0000,1.0000
1.0000,1.0000,0.0000,1.0000
1.0000,1.0000,0.0000,1.0000
1.0000,1.0000,0.0000,1.0000
1.0000,1.0000,0.0000,1.0000
1.0000,1.0000,0.0000,1.0000
1.0000,1.0000,0.0000,1.0000
1.0000,1.0000,0.0000,1.0000
1.0000,1.0000,0.0000,1.0000
0.9826,1.0000,0.0000,1.0000
1.0000,1.0000,0.0000,1.0000
1.0000,1.0000,0.0000,1.0000
1.0000,1.0000,0.0000,1.0000
0.9928,1.0000,0.0000,1.0000
1.0000,1.0000,0.0000,1.0000
1.0000,1.0000,0.0000,1.0000
1.0000,1.0000,0.0000,1.0000
1.0000,1.0000,0.0000,1.0000
1.0000,1.0000,0.0000,1.0000
1.0000,1.0000,0.0000,1.0000
1.0000,0.9997,0.0448,0.9552
